estimate,stock_date_se,stock_date_pvalue,market_date_se,market_date_pvalue,wild_cluster_pvalue,within_date_permutation_pvalue,observations,links,stocks,markets,reopening_dates
2.7729406707,1.2625741722,0.0280733662,1.0416609391,0.0077669183,0.007,0.006,1173,170,41,169,91
